instance,scenario,idle_ratio,stage,method,seed,hv,igd_plus,cmin,emin,compromise_c,compromise_e,archive_size,seconds,evaluations
mk01,independent,0.15,ablation,no-exchange,1024,1.0405109781624384,0.07975277220006173,42,484.3875,45,526.6875,12,0.7723419000394642,6000
mk01,independent,0.15,ablation,no-exchange,1025,1.0482283517168693,0.0711911026854233,42,489.025,46,511.8,11,0.9616068999748677,6000
mk01,independent,0.15,ablation,no-exchange,1026,1.036177610189873,0.0742761227867429,42,491.5125,46,512.8875,9,0.8368637999519706,6000
mk01,independent,0.15,ablation,no-exchange,1027,1.0731611763483324,0.044696662998979585,42,480.925,47,495.5875,7,0.8942768999841064,6000
mk01,independent,0.15,ablation,no-exchange,1028,1.0338075444248156,0.0765700883300044,42,490.425,46,522.8,13,1.0646450000349432,6000
mk01,independent,0.15,ablation,no-exchange,1029,1.0444479743471742,0.06019564522441348,42,482.3125,46,506.9625,9,0.8718232000246644,6000
mk01,independent,0.15,ablation,no-gap,1000,1.101132851353157,0.03651205931860358,42,475.025,46,503.475,10,0.6138577000238001,6000
mk01,independent,0.15,ablation,no-gap,1001,1.0844034381912384,0.03213813180938031,43,476.5375,46,503.325,11,0.5953375999815762,6000
mk01,independent,0.15,ablation,no-gap,1002,1.1044285268924159,0.02852855020476411,42,476.875,46,501.4,12,0.5986860000994056,6000
mk01,independent,0.15,ablation,no-gap,1003,1.06339706952094,0.03424795946222124,44,475.025,46,506.475,11,0.6654135999269783,6000
mk01,independent,0.15,ablation,no-gap,1004,1.11455530648298,0.02382088083959455,42,474.2125,46,500.5,13,0.632828600006178,6000
mk01,independent,0.15,ablation,no-gap,1005,1.042462700969404,0.03921776973676284,45,473.5,46,503.475,11,0.6795047998894006,6000
mk01,independent,0.15,ablation,no-gap,1006,1.0833694571042591,0.03229759672305561,43,476.1,46,502.875,11,0.7625179998576641,6000
mk01,independent,0.15,ablation,no-gap,1007,1.1011491812770002,0.03302028857290545,42,475.9,46,499.3375,9,0.5609269000124186,6000
mk01,independent,0.15,ablation,no-gap,1008,1.0953253366191127,0.03494124622293432,42,479.575,46,503.475,11,0.7128965000156313,6000
mk01,independent,0.15,ablation,no-gap,1009,1.0512355814195158,0.032200094213071476,45,472.4875,46,503.55,12,0.6315599998924881,6000
mk01,independent,0.15,ablation,no-gap,1010,1.059085969626342,0.038064593468701384,44,476.875,46,507.45,8,0.6417693002149463,6000
mk01,independent,0.15,ablation,no-gap,1011,1.0812115318953106,0.02092224460435371,44,472,46,492.925,7,0.572255700128153,6000
mk01,independent,0.15,ablation,no-gap,1012,1.035674648535503,0.04335223424267209,45,475.7875,46,504.6375,9,0.7178326998837292,6000
mk01,independent,0.15,ablation,no-gap,1013,1.0758597704903432,0.023686352097450524,44,476.05,46,494.7625,8,0.6525681000202894,6000
mk01,independent,0.15,ablation,no-gap,1014,1.1080686153709123,0.028667633752125353,42,475.6,46,500.5,11,0.5821326000150293,6000
mk01,independent,0.15,ablation,no-gap,1015,1.0527757901456336,0.03127443176775979,45,474.55,46,501.325,9,0.6384574000257999,6000
mk01,independent,0.15,ablation,no-gap,1016,1.042109380798979,0.035952284232446376,45,477.875,46,497.05,5,0.6753451998811215,6000
mk01,independent,0.15,ablation,no-gap,1017,1.094063330413741,0.027108785944118582,43,473.1125,46,501.325,12,0.7048293000552803,6000
mk01,independent,0.15,ablation,no-gap,1018,1.1069210670862963,0.030660206222548933,42,475.55,46,503.325,16,0.685612800065428,6000
mk01,independent,0.15,ablation,no-gap,1019,1.118198364038539,0.02344545198125163,42,472.6375,46,501.175,12,0.6928906999528408,6000
mk01,independent,0.15,ablation,no-gap,1020,1.114903430768546,0.027139528102109612,42,471.975,46,503.4,15,0.6293303000275046,6000
mk01,independent,0.15,ablation,no-gap,1021,1.0703254108460387,0.03164125534912579,44,471.575,46,496.75,11,0.7102996001485735,6000
mk01,independent,0.15,ablation,no-gap,1022,1.0732187764433427,0.028414607319314847,44,473.675,46,499,8,0.6068957999814302,6000
mk01,independent,0.15,ablation,no-gap,1023,1.0806303350603468,0.02076302581342591,44,472.5875,46,494.875,7,0.7168209999799728,6000
mk01,independent,0.15,ablation,no-gap,1024,1.1087782247888247,0.029203976943767033,42,473.75,46,501.9,10,0.6730693001300097,6000
mk01,independent,0.15,ablation,no-gap,1025,1.1236510740636274,0.01963572823053562,42,470.2375,46,493.075,11,0.7114640001673251,6000
mk01,independent,0.15,ablation,no-gap,1026,1.0524307833909832,0.040375870350821665,44,480.85,46,505.0875,8,0.8830086998641491,6000
mk01,independent,0.15,ablation,no-gap,1027,1.1266067902792418,0.01536261176601286,42,469.3375,46,492.4,10,0.794745999854058,6000
mk01,independent,0.15,ablation,no-gap,1028,1.1013169341310254,0.029783691189197013,42,474.375,46,504.6375,12,0.9377910001203418,6000
mk01,independent,0.15,ablation,no-gap,1029,1.0881504134439812,0.0300599506716788,43,474.5875,46,506.7,10,0.6879938999190927,6000
mk01,independent,0.15,ablation,no-rebuild,1000,1.0522398717358712,0.03182024856893397,45,469.675,46,503.0625,11,0.6775491000153124,6000
mk01,independent,0.15,ablation,no-rebuild,1001,1.1176045486260597,0.0182139381973114,42,477.2875,46,495.2125,9,0.6220068999100477,6000
mk01,independent,0.15,ablation,no-rebuild,1002,1.1085748430100506,0.028803957605485764,42,476.125,46,497.2,9,0.6708696000277996,6000
mk01,independent,0.15,ablation,no-rebuild,1003,1.0224249936907113,0.04249252285309855,46,473,46,505.05,9,0.7253805000800639,6000
mk01,independent,0.15,ablation,no-rebuild,1004,1.1084360386573835,0.028430778005010603,42,475.2125,46,503.8125,11,0.6338504999876022,6000
mk01,independent,0.15,ablation,no-rebuild,1005,1.0948241564109802,0.02782087281638689,43,471.725,46,504,15,0.5721594998613,6000
mk01,independent,0.15,ablation,no-rebuild,1006,1.0983849705319104,0.03491967836615995,42,476.7,46,505.65,14,0.5734739999752492,6000
mk01,independent,0.15,ablation,no-rebuild,1007,1.1164391858790697,0.023058662214850544,42,475.8625,46,497.2,9,0.5188114999327809,6000
mk01,independent,0.15,ablation,no-rebuild,1008,1.110661361915649,0.02111783052238211,42,476.0125,46,492.925,7,0.6849813000299037,6000
mk01,independent,0.15,ablation,no-rebuild,1009,1.0859837294576984,0.031895649686898044,43,477.925,46,504.6375,12,0.6117110000923276,6000
mk01,independent,0.15,ablation,no-rebuild,1010,1.1082289455322814,0.030770055668799635,42,472.75,46,503.8125,14,0.6010827000718564,6000
mk01,independent,0.15,ablation,no-rebuild,1011,1.109713484063479,0.02632316244495397,42,478.4,46,495.7,8,0.6299129999242723,6000
mk01,independent,0.15,ablation,no-rebuild,1012,1.0613245052775346,0.024346566869688592,45,470.5375,46,495.0625,7,0.6703268999699503,6000
mk01,independent,0.15,ablation,no-rebuild,1013,1.0641480975638726,0.022235148204180762,45,468.8625,46,494.725,8,0.6860444000922143,6000
mk01,independent,0.15,ablation,no-rebuild,1014,1.0730511720431706,0.03516143006946289,43,483.3375,46,498.025,7,0.7299226000905037,6000
